simple_amid,bundle_amid,Frontend_name,original_frontend_name,Type,Body_Type,Size,Top_Bottom,Product_Padding,Shape_Primary,supplier,MS_Product_Image_WEB_1,Color_AM_Primary,Showroom_Month,showroom_launch,Purchase_Type,tag,cloned_products,target_inventory,forecast_inventory,Need_to_Buy,actual_buy,Cluster,Calculation,original_tag,original_target_inventory,original_forecast_inventory,Original_Need_to_Buy,buy_ratio,size_range,flag,sale_ratio,sup_ratio
PCT205222,PCT205260,Marlena Black,Marlena Black,swimwear,regular,30D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00040217172732756888
PCT205223,PCT205260,Marlena Black,Marlena Black,swimwear,regular,30DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00040217172732756888
PCT205224,PCT205260,Marlena Black,Marlena Black,swimwear,regular,30DDD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00050271465915946109
PCT205225,PCT205260,Marlena Black,Marlena Black,swimwear,regular,32A,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,93,0,93,50,swimwear_regular_Two Piece,SUP,,93,0,93,0.03109452736318408,28,Alpha_numeric,0.015360623043974,0.017393927206917351
PCT205226,PCT205260,Marlena Black,Marlena Black,swimwear,regular,32B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,141,0,141,50,swimwear_regular_Two Piece,SUP,,141,0,141,0.03109452736318408,28,Alpha_numeric,0.018918696488791603,0.027448220390106574
PCT205227,PCT205260,Marlena Black,Marlena Black,swimwear,regular,32C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,142,0,142,50,swimwear_regular_Two Piece,SUP,,142,0,142,0.03109452736318408,28,Alpha_numeric,0.02121558826525546,0.027448220390106574
PCT205228,PCT205260,Marlena Black,Marlena Black,swimwear,regular,32D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,134,0,134,50,swimwear_regular_Two Piece,SUP,,134,0,134,0.03109452736318408,28,Alpha_numeric,0.026688045576223968,0.024331389503317914
PCT205229,PCT205260,Marlena Black,Marlena Black,swimwear,regular,32DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,140,0,140,50,swimwear_regular_Two Piece,SUP,,140,0,140,0.03109452736318408,28,Alpha_numeric,0.020702823389770409,0.026643876935451435
PCT205230,PCT205260,Marlena Black,Marlena Black,swimwear,regular,32DDD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,148,0,148,50,swimwear_regular_Two Piece,SUP,,148,0,148,0.03109452736318408,28,Alpha_numeric,0.028075704016510983,0.030665594208727123
PCT205231,PCT205260,Marlena Black,Marlena Black,swimwear,regular,34A,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,132,0,132,50,swimwear_regular_Two Piece,SUP,,132,0,132,0.03109452736318408,28,Alpha_numeric,0.024902058718126275,0.022521616730343856
PCT205232,PCT205260,Marlena Black,Marlena Black,swimwear,regular,34B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,329,0,329,103,swimwear_regular_Two Piece,SUP,,329,0,329,0.0640547263681592,28,Alpha_numeric,0.063072730136932043,0.067765936054695358
PCT205233,PCT205260,Marlena Black,Marlena Black,swimwear,regular,34C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,333,0,333,104,swimwear_regular_Two Piece,SUP,,333,0,333,0.064676616915422883,28,Alpha_numeric,0.063129299913117637,0.0697767946913332
PCT205234,PCT205260,Marlena Black,Marlena Black,swimwear,regular,34D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,264,0,264,81,swimwear_regular_Two Piece,SUP,,264,0,264,0.050373134328358209,28,Alpha_numeric,0.041873131575879539,0.055198069575708823
PCT205235,PCT205260,Marlena Black,Marlena Black,swimwear,regular,34DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,291,0,291,89,swimwear_regular_Two Piece,SUP,,291,0,291,0.05534825870646766,28,Alpha_numeric,0.052757625210300342,0.0593203297808164
PCT205236,PCT205260,Marlena Black,Marlena Black,swimwear,regular,34DDD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,268,0,268,82,swimwear_regular_Two Piece,SUP,,268,0,268,0.050995024875621887,28,Alpha_numeric,0.064023227473452821,0.055700784234868288
PCT205237,PCT205260,Marlena Black,Marlena Black,swimwear,regular,36A,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,60,0,60,50,swimwear_regular_Two Piece,SUP,,60,0,60,0.03109452736318408,28,Alpha_numeric,0.017153878869449083,0.01498089684295194
PCT205238,PCT205260,Marlena Black,Marlena Black,swimwear,regular,36B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,253,0,253,76,swimwear_regular_Two Piece,SUP,,253,0,253,0.0472636815920398,28,Alpha_numeric,0.064858224268187756,0.053287753870902871
PCT205239,PCT205260,Marlena Black,Marlena Black,swimwear,regular,36C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,413,0,413,128,swimwear_regular_Two Piece,SUP,,413,0,413,0.079601990049751242,28,Alpha_numeric,0.088588108417848185,0.086265835511763519
PCT205240,PCT205260,Marlena Black,Marlena Black,swimwear,regular,36D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,322,0,322,100,swimwear_regular_Two Piece,SUP,,322,0,322,0.062189054726368161,28,Alpha_numeric,0.072795384893194717,0.066760506736376429
PCT205241,PCT205260,Marlena Black,Marlena Black,swimwear,regular,36DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,315,0,315,99,swimwear_regular_Two Piece,SUP,,315,0,315,0.061567164179104475,28,Alpha_numeric,0.075507874383135318,0.064045847576915352
PCT205242,PCT205260,Marlena Black,Marlena Black,swimwear,regular,36DDD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,332,0,332,104,swimwear_regular_Two Piece,SUP,,332,0,332,0.064676616915422883,28,Alpha_numeric,0.0726386823115564,0.0695757088276694
PCT205243,PCT205260,Marlena Black,Marlena Black,swimwear,regular,38B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,140,0,140,50,swimwear_regular_Two Piece,SUP,,140,0,140,0.03109452736318408,28,Alpha_numeric,0.025106946341532793,0.026241705208123869
PCT205244,PCT205260,Marlena Black,Marlena Black,swimwear,regular,38C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,244,0,244,74,swimwear_regular_Two Piece,SUP,,244,0,244,0.046019900497512436,28,Alpha_numeric,0.060185128067003123,0.052483410416247739
PCT205245,PCT205260,Marlena Black,Marlena Black,swimwear,regular,38D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,211,0,211,68,swimwear_regular_Two Piece,SUP,,211,0,211,0.04228855721393035,28,Alpha_numeric,0.051191605271284746,0.046350291574502316
PCT205246,PCT205260,Marlena Black,Marlena Black,swimwear,regular,38DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,161,0,161,50,swimwear_regular_Two Piece,SUP,,161,0,161,0.03109452736318408,28,Alpha_numeric,0.040577660650962119,0.033279710436356323
PCT205261,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,30A,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00020108586366378444
PCT205262,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,30B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00050271465915946109
PCT205263,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,30C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00050271465915946109
PCT205264,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,30D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00040217172732756888
PCT205265,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,30DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00040217172732756888
PCT205266,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,30DDD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00050271465915946109
PCT205267,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,32A,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,69,0,69,50,swimwear_regular_Two Piece,SUP,,69,0,69,0.034650034650034647,28,Alpha_numeric,0.015360623043974,0.017393927206917351
PCT205268,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,32B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,135,0,135,59,swimwear_regular_Two Piece,SUP,,135,0,135,0.040887040887040885,28,Alpha_numeric,0.018918696488791603,0.027448220390106574
PCT205269,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,32C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,81,0,81,52,swimwear_regular_Two Piece,SUP,,81,0,81,0.036036036036036036,28,Alpha_numeric,0.02121558826525546,0.027448220390106574
PCT205270,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,32D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,26,0,26,0,swimwear_regular_Two Piece,SUP,,26,0,26,0.0,28,Alpha_numeric,0.026688045576223968,0.024331389503317914
PCT205271,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,32DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,14,0,14,0,swimwear_regular_Two Piece,SUP,,14,0,14,0.0,28,Alpha_numeric,0.020702823389770409,0.026643876935451435
PCT205272,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,32DDD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,13,0,13,0,swimwear_regular_Two Piece,SUP,,13,0,13,0.0,28,Alpha_numeric,0.028075704016510983,0.030665594208727123
PCT205273,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,34A,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,74,0,74,50,swimwear_regular_Two Piece,SUP,,74,0,74,0.034650034650034647,28,Alpha_numeric,0.024902058718126275,0.022521616730343856
PCT205274,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,34B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,239,0,239,122,swimwear_regular_Two Piece,SUP,,239,0,239,0.084546084546084546,28,Alpha_numeric,0.063072730136932043,0.067765936054695358
PCT205275,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,34C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,227,0,227,115,swimwear_regular_Two Piece,SUP,,227,0,227,0.07969507969507969,28,Alpha_numeric,0.063129299913117637,0.0697767946913332
PCT205276,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,34D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,129,0,129,60,swimwear_regular_Two Piece,SUP,,129,0,129,0.041580041580041582,28,Alpha_numeric,0.041873131575879539,0.055198069575708823
PCT205277,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,34DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,97,0,97,58,swimwear_regular_Two Piece,SUP,,97,0,97,0.040194040194040194,28,Alpha_numeric,0.052757625210300342,0.0593203297808164
PCT205278,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,34DDD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,33,0,33,0,swimwear_regular_Two Piece,SUP,,33,0,33,0.0,28,Alpha_numeric,0.064023227473452821,0.055700784234868288
PCT205279,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,36A,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,16,0,16,0,swimwear_regular_Two Piece,SUP,,16,0,16,0.0,28,Alpha_numeric,0.017153878869449083,0.01498089684295194
PCT205280,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,36B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,206,0,206,103,swimwear_regular_Two Piece,SUP,,206,0,206,0.071379071379071374,28,Alpha_numeric,0.064858224268187756,0.053287753870902871
PCT205281,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,36C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,334,0,334,167,swimwear_regular_Two Piece,SUP,,334,0,334,0.11573111573111573,28,Alpha_numeric,0.088588108417848185,0.086265835511763519
PCT205282,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,36D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,207,0,207,103,swimwear_regular_Two Piece,SUP,,207,0,207,0.071379071379071374,28,Alpha_numeric,0.072795384893194717,0.066760506736376429
PCT205283,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,36DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,180,0,180,82,swimwear_regular_Two Piece,SUP,,180,0,180,0.056826056826056827,28,Alpha_numeric,0.075507874383135318,0.064045847576915352
PCT205284,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,36DDD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,86,0,86,53,swimwear_regular_Two Piece,SUP,,86,0,86,0.036729036729036726,28,Alpha_numeric,0.0726386823115564,0.0695757088276694
PCT205285,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,38B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,93,0,93,52,swimwear_regular_Two Piece,SUP,,93,0,93,0.036036036036036036,28,Alpha_numeric,0.025106946341532793,0.026241705208123869
PCT205286,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,38C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,237,0,237,123,swimwear_regular_Two Piece,SUP,,237,0,237,0.085239085239085244,28,Alpha_numeric,0.060185128067003123,0.052483410416247739
PCT205287,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,38D,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,201,0,201,101,swimwear_regular_Two Piece,SUP,,201,0,201,0.069993069993069992,28,Alpha_numeric,0.051191605271284746,0.046350291574502316
PCT205288,PCT205302,Marlena Dark Blue,Marlena Dark Blue,swimwear,regular,38DD,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187037.jpg,Blue,2026-01-03,2026-03-01,New,,0,187,0,187,93,swimwear_regular_Two Piece,SUP,,187,0,187,0.064449064449064453,28,Alpha_numeric,0.040577660650962119,0.033279710436356323
PCT205438,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,30C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,4,0,4,0,bras_regular_push up,SUP,,4,0,4,0.0,28,Alpha_numeric,0.0057543919763331751,0.0027010804321728693
PCT205439,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,30D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,4,0,4,0,bras_regular_push up,SUP,,4,0,4,0.0,28,Alpha_numeric,0.00650301157550065,0.0024009603841536613
PCT205440,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,30DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,4,0,4,0,bras_regular_push up,SUP,,4,0,4,0.0,28,Alpha_numeric,0.0051726159060360138,0.0022008803521408565
PCT205441,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,30DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,4,0,4,0,bras_regular_push up,SUP,,4,0,4,0.0,28,Alpha_numeric,0.0081226197044997426,0.0023009203681472589
PCT205442,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,30A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,4,0,4,0,bras_regular_push up,SUP,,4,0,4,0.0,28,Alpha_numeric,0.017371243269355588,0.0029011604641856741
PCT205443,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,30B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,4,0,4,0,bras_regular_push up,SUP,,4,0,4,0.0,28,Alpha_numeric,0.0062473128474165385,0.0029011604641856741
PCT205444,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,32A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,89,0,89,50,bras_regular_push up,SUP,,89,0,89,0.024813895781637719,28,Alpha_numeric,0.02278293682777454,0.02230892356942777
PCT205445,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,32B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,178,0,178,72,bras_regular_push up,SUP,,178,0,178,0.035732009925558313,28,Alpha_numeric,0.030165861260931869,0.036314525810324128
PCT205446,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,32C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,122,0,122,59,bras_regular_push up,SUP,,122,0,122,0.029280397022332507,28,Alpha_numeric,0.026227403178131638,0.028711484593837534
PCT205447,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,32D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,78,0,78,50,bras_regular_push up,SUP,,78,0,78,0.024813895781637719,28,Alpha_numeric,0.020012526638581742,0.0196078431372549
PCT205448,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,32DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,56,0,56,50,bras_regular_push up,SUP,,56,0,56,0.024813895781637719,28,Alpha_numeric,0.015858840969869357,0.015506202480992395
PCT205449,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,32DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,34,0,34,0,bras_regular_push up,SUP,,34,0,34,0.0,28,Alpha_numeric,0.012943218487223514,0.011204481792717087
PCT205450,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,34A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,130,0,130,62,bras_regular_push up,SUP,,130,0,130,0.030769230769230771,28,Alpha_numeric,0.027234976993111792,0.030312124849939975
PCT205451,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,34B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,390,0,390,172,bras_regular_push up,SUP,,390,0,390,0.08535980148883375,28,Alpha_numeric,0.07219471480052056,0.08373349339735893
PCT205452,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,34C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,340,0,340,149,bras_regular_push up,SUP,,340,0,340,0.073945409429280393,28,Alpha_numeric,0.070648917836257014,0.07312925170068027
PCT205453,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,34D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,227,0,227,89,bras_regular_push up,SUP,,227,0,227,0.044168734491315136,28,Alpha_numeric,0.043272277825281973,0.045118047218887555
PCT205454,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,34DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,157,0,157,66,bras_regular_push up,SUP,,157,0,157,0.032754342431761785,28,Alpha_numeric,0.034121626000294128,0.033913565426170467
