simple_amid,bundle_amid,Frontend_name,original_frontend_name,Type,Body_Type,Size,Top_Bottom,Product_Padding,Shape_Primary,supplier,MS_Product_Image_WEB_1,Color_AM_Primary,Showroom_Month,showroom_launch,Purchase_Type,tag,cloned_products,target_inventory,forecast_inventory,Need_to_Buy,actual_buy,Cluster,Calculation,original_tag,original_target_inventory,original_forecast_inventory,Original_Need_to_Buy,buy_ratio,size_range,flag,sale_ratio,sup_ratio
PCT185306,PCT185335,Natalya Black,Natalya Black,bras,regular,30A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,24,32,0,0,bras_regular_push up,SUP,AYMH,24,32,0,0.0,28,Alpha_numeric,0.017371243269355588,0.0031993601279744054
PCT185307,PCT185335,Natalya Black,Natalya Black,bras,regular,30B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,24,32,0,0,bras_regular_push up,SUP,AYMH,24,32,0,0.0,28,Alpha_numeric,0.0062473128474165385,0.002999400119976005
PCT185308,PCT185335,Natalya Black,Natalya Black,bras,regular,30C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,24,32,0,0,bras_regular_push up,SUP,AYMH,24,32,0,0.0,28,Alpha_numeric,0.0057543919763331751,0.0027994401119776045
PCT185309,PCT185335,Natalya Black,Natalya Black,bras,regular,30D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,24,32,0,0,bras_regular_push up,SUP,AYMH,24,32,0,0.0,28,Alpha_numeric,0.00650301157550065,0.0025994801039792041
PCT185310,PCT185335,Natalya Black,Natalya Black,bras,regular,30DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,24,0,24,0,bras_regular_push up,SUP,AYMH,24,0,24,0.0,28,Alpha_numeric,0.0051726159060360138,0.0025994801039792041
PCT185311,PCT185335,Natalya Black,Natalya Black,bras,regular,30DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,24,0,24,0,bras_regular_push up,SUP,AYMH,24,0,24,0.0,28,Alpha_numeric,0.0081226197044997426,0.0025994801039792041
PCT185312,PCT185335,Natalya Black,Natalya Black,bras,regular,32A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,152,0,152,50,bras_regular_push up,SUP,AYMH,152,0,152,0.025265285497726123,28,Alpha_numeric,0.02278293682777454,0.022695460907818439
PCT185313,PCT185335,Natalya Black,Natalya Black,bras,regular,32B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,240,12,228,68,bras_regular_push up,SUP,AYMH,240,12,228,0.034360788276907528,28,Alpha_numeric,0.030165861260931869,0.036192761447710463
PCT185314,PCT185335,Natalya Black,Natalya Black,bras,regular,32C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,200,1,199,60,bras_regular_push up,SUP,AYMH,200,1,199,0.030318342597271349,28,Alpha_numeric,0.026227403178131638,0.028694261147770447
PCT185315,PCT185335,Natalya Black,Natalya Black,bras,regular,32D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,128,0,128,50,bras_regular_push up,SUP,AYMH,128,0,128,0.025265285497726123,28,Alpha_numeric,0.020012526638581742,0.019496100779844032
PCT185316,PCT185335,Natalya Black,Natalya Black,bras,regular,32DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,96,19,77,0,bras_regular_push up,SUP,AYMH,96,19,77,0.0,28,Alpha_numeric,0.015858840969869357,0.015096980603879226
PCT185317,PCT185335,Natalya Black,Natalya Black,bras,regular,32DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,72,54,18,0,bras_regular_push up,SUP,AYMH,72,54,18,0.0,28,Alpha_numeric,0.012943218487223514,0.010797840431913617
PCT185318,PCT185335,Natalya Black,Natalya Black,bras,regular,34A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,208,1,207,64,bras_regular_push up,SUP,AYMH,208,1,207,0.032339565437089442,28,Alpha_numeric,0.027234976993111792,0.030593881223755247
PCT185319,PCT185335,Natalya Black,Natalya Black,bras,regular,34B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,568,1,567,170,bras_regular_push up,SUP,AYMH,568,1,567,0.08590197069226882,28,Alpha_numeric,0.07219471480052056,0.083983203359328143
PCT185320,PCT185335,Natalya Black,Natalya Black,bras,regular,34C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,480,1,479,146,bras_regular_push up,SUP,AYMH,480,1,479,0.073774633653360289,28,Alpha_numeric,0.070648917836257014,0.071285742851429718
PCT185321,PCT185335,Natalya Black,Natalya Black,bras,regular,34D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,296,1,295,90,bras_regular_push up,SUP,AYMH,296,1,295,0.045477513895907026,28,Alpha_numeric,0.043272277825281973,0.043391321735652869
PCT185322,PCT185335,Natalya Black,Natalya Black,bras,regular,34DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,208,1,207,64,bras_regular_push up,SUP,AYMH,208,1,207,0.032339565437089442,28,Alpha_numeric,0.034121626000294128,0.031993601279744051
PCT185323,PCT185335,Natalya Black,Natalya Black,bras,regular,34DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,136,0,136,50,bras_regular_push up,SUP,AYMH,136,0,136,0.025265285497726123,28,Alpha_numeric,0.025684409257274526,0.021195760847830435
PCT185324,PCT185335,Natalya Black,Natalya Black,bras,regular,36A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,136,0,136,50,bras_regular_push up,SUP,AYMH,136,0,136,0.025265285497726123,28,Alpha_numeric,0.022076367342976445,0.020595880823835233
PCT185325,PCT185335,Natalya Black,Natalya Black,bras,regular,36B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,464,1,463,143,bras_regular_push up,SUP,AYMH,464,1,463,0.072258716523496719,28,Alpha_numeric,0.069093883033354744,0.069986002799440117
PCT185326,PCT185335,Natalya Black,Natalya Black,bras,regular,36C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,656,1,655,197,bras_regular_push up,SUP,AYMH,656,1,655,0.099545224861040935,28,Alpha_numeric,0.10339917748478387,0.097180563887222557
PCT185327,PCT185335,Natalya Black,Natalya Black,bras,regular,36D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,416,1,415,127,bras_regular_push up,SUP,AYMH,416,1,415,0.06417382516422436,28,Alpha_numeric,0.063510871008699829,0.0615876824635073
PCT185328,PCT185335,Natalya Black,Natalya Black,bras,regular,36DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,304,1,303,93,bras_regular_push up,SUP,AYMH,304,1,303,0.046993431025770589,28,Alpha_numeric,0.055026880488783916,0.045990801839632077
PCT185329,PCT185335,Natalya Black,Natalya Black,bras,regular,36DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,224,0,224,70,bras_regular_push up,SUP,AYMH,224,0,224,0.035371399696816574,28,Alpha_numeric,0.045037587584242762,0.033993201359728061
PCT185330,PCT185335,Natalya Black,Natalya Black,bras,regular,38B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,288,1,287,87,bras_regular_push up,SUP,AYMH,288,1,287,0.043961596766043456,28,Alpha_numeric,0.047104268626551218,0.042491501699660074
PCT185331,PCT185335,Natalya Black,Natalya Black,bras,regular,38C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,520,1,519,157,bras_regular_push up,SUP,AYMH,520,1,519,0.079332996462860031,28,Alpha_numeric,0.079499168804876466,0.076784643071385716
PCT185332,PCT185335,Natalya Black,Natalya Black,bras,regular,38D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,432,1,431,133,bras_regular_push up,SUP,AYMH,432,1,431,0.067205659423951486,28,Alpha_numeric,0.06884935945354885,0.0653869226154769
PCT185333,PCT185335,Natalya Black,Natalya Black,bras,regular,38DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165067.jpg,Black,2026-01-03,2025-03-01,Aymh,AYMH,0,360,1,359,110,bras_regular_push up,SUP,AYMH,360,1,359,0.055583628094997471,28,Alpha_numeric,0.06252928229582326,0.053789242151569688
PCT187375,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,38DD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,33,31,2,264,bras_plus-size_contour,SUP,,,,,0.12458706937234544,31,Alpha_numeric,0.085799605292688264,0.090709070907090711
PCT187376,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,38DDD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,34,0,34,188,bras_plus-size_contour,SUP,,,,,0.088721094856064178,31,Alpha_numeric,0.088671390949174769,0.0929092909290929
PCT187377,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,38G,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,19,0,19,102,bras_plus-size_contour,SUP,,,,,0.048135913166588017,31,Alpha_numeric,0.057124293170641625,0.050705070507050705
PCT187378,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,38H,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,7,0,7,50,bras_plus-size_contour,SUP,,,,,0.023596035865974516,31,Alpha_numeric,0.036460953914130761,0.020702070207020702
PCT187379,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,38I,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,7,0,7,50,bras_plus-size_contour,SUP,,,,,0.023596035865974516,31,Alpha_numeric,0.027463584320836513,0.017501750175017504
PCT187380,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,40B,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,9,3,6,52,bras_plus-size_contour,SUP,,,,,0.024539877300613498,31,Alpha_numeric,0.0319446399827285,0.027002700270027002
PCT187381,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,40C,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,19,0,19,102,bras_plus-size_contour,SUP,,,,,0.048135913166588017,31,Alpha_numeric,0.038724136014576076,0.050705070507050705
PCT187382,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,40D,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,25,9,16,131,bras_plus-size_contour,SUP,,,,,0.061821613968853231,31,Alpha_numeric,0.050491548411508193,0.067606760676067593
PCT187383,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,40DD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,28,0,28,156,bras_plus-size_contour,SUP,,,,,0.0736196319018405,31,Alpha_numeric,0.068103129078565625,0.077007700770077
PCT187384,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,40DDD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,21,0,21,114,bras_plus-size_contour,SUP,,,,,0.053798961774421894,31,Alpha_numeric,0.045203460828446458,0.056405640564056406
PCT187385,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,40G,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,12,0,12,66,bras_plus-size_contour,SUP,,,,,0.03114676734308636,31,Alpha_numeric,0.0448190179933891,0.032703270327032706
PCT187386,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,40H,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,5,0,5,50,bras_plus-size_contour,SUP,,,,,0.023596035865974516,31,Alpha_numeric,0.018493433068006174,0.0166016601660166
PCT187387,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,40I,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,4,0,4,0,bras_plus-size_contour,SUP,,,,,0.0,31,Alpha_numeric,0.022872731088028536,0.008500850085008501
PCT187388,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,42C,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,16,12,4,84,bras_plus-size_contour,SUP,,,,,0.03964134025483719,31,Alpha_numeric,0.032839178845151661,0.0435043504350435
PCT187389,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,42D,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,16,7,9,79,bras_plus-size_contour,SUP,,,,,0.037281736668239737,31,Alpha_numeric,0.030845017531288269,0.0407040704070407
PCT187390,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,42DD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,21,0,21,116,bras_plus-size_contour,SUP,,,,,0.054742803209060879,31,Alpha_numeric,0.053825507715733988,0.0573057305730573
PCT187391,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,42DDD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,16,0,16,87,bras_plus-size_contour,SUP,,,,,0.041057102406795658,31,Alpha_numeric,0.041075260605895704,0.043004300430043
PCT187392,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,42G,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,9,0,9,50,bras_plus-size_contour,SUP,,,,,0.023596035865974516,31,Alpha_numeric,0.030900675044208445,0.0248024802480248
PCT187393,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,42H,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,5,0,5,50,bras_plus-size_contour,SUP,,,,,0.023596035865974516,31,Alpha_numeric,0.020871833916884828,0.016101610161016102
PCT187394,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,44D,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,9,2,7,52,bras_plus-size_contour,SUP,,,,,0.024539877300613498,31,Alpha_numeric,0.019687581812136156,0.0269026902690269
PCT187395,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,44DD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,12,0,12,68,bras_plus-size_contour,SUP,,,,,0.032090608777725342,31,Alpha_numeric,0.0267931463407431,0.0337033703370337
PCT187396,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,44DDD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,10,0,10,58,bras_plus-size_contour,SUP,,,,,0.02737140160453044,31,Alpha_numeric,0.02689599003965502,0.029002900290029002
PCT187397,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,44G,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,7,0,7,50,bras_plus-size_contour,SUP,,,,,0.023596035865974516,31,Alpha_numeric,0.020572442254898082,0.020402040204020404
PCT187398,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,46DD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,8,1,7,50,bras_plus-size_contour,SUP,,,,,0.023596035865974516,31,Alpha_numeric,0.017457876862699836,0.0214021402140214
PCT187399,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,46DDD,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,7,0,7,50,bras_plus-size_contour,SUP,,,,,0.023596035865974516,31,Alpha_numeric,0.020677079180611017,0.0177017701770177
PCT187400,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,42B,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,0,0,0,0,bras_plus-size_contour,SUP,,,,,0.0,31,Alpha_numeric,0.022736668044646548,0.0027002700270027003
PCT187401,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,44B,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,0,0,0,0,bras_plus-size_contour,SUP,,,,,0.0,31,Alpha_numeric,0.035138486978090119,0.0027002700270027003
PCT187402,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,44C,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,0,0,0,0,bras_plus-size_contour,SUP,,,,,0.0,31,Alpha_numeric,0.031004547333608929,0.0029002900290029
PCT187403,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,46B,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,0,0,0,0,bras_plus-size_contour,SUP,,,,,0.0,31,Alpha_numeric,0.025217031831335265,0.0024002400240024
PCT187404,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,46C,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,0,0,0,0,bras_plus-size_contour,SUP,,,,,0.0,31,Alpha_numeric,0.031004547333608929,0.0029002900290029
PCT187405,PCT187423,Abellinaa Dark Blue 2 Plus,Abellinaa Dark Blue Plus,bras,plus-size,46D,Top,contour,Demi,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165403.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,1,0,0,0,0,bras_plus-size_contour,SUP,,,,,0.0,31,Alpha_numeric,0.024803637866887142,0.0028002800280028
PCT187424,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,30A,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,3,0,3,0,bras_regular_contour,SUP,Bestseller,3,0,3,0.0,28,Alpha_numeric,0.0062170874464641005,0.0021
PCT187425,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,30B,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,3,0,3,0,bras_regular_contour,SUP,Bestseller,3,0,3,0.0,28,Alpha_numeric,0.0037362863044272548,0.0017
PCT187426,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,30C,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,3,0,3,0,bras_regular_contour,SUP,Bestseller,3,0,3,0.0,28,Alpha_numeric,0.003799576851385468,0.0018
PCT187427,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,30D,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,3,0,3,0,bras_regular_contour,SUP,Bestseller,3,0,3,0.0,28,Alpha_numeric,0.0044009448051819146,0.0018
PCT187428,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,30DD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,3,0,3,0,bras_regular_contour,SUP,Bestseller,3,0,3,0.0,28,Alpha_numeric,0.0025180013357716411,0.0019
PCT187429,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,30DDD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,3,0,3,0,bras_regular_contour,SUP,Bestseller,3,0,3,0.0,28,Alpha_numeric,0.0047104822901356579,0.002
PCT187430,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,32A,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,25,0,25,50,bras_regular_contour,SUP,Bestseller,25,0,25,0.024295432458697766,28,Alpha_numeric,0.017862492075776112,0.0163
PCT187431,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,32B,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,43,0,43,57,bras_regular_contour,SUP,Bestseller,43,0,43,0.027696793002915453,28,Alpha_numeric,0.025945514157178679,0.0285
